name:es_aa,name:es_var,type_var,2014
Costa de Marfil,Es...Average retail electricity prices,ind,0.026
Costa de Marfil,Es...Average residential electricity prices,ind,0.0
Costa de Marfil,Es...Average commercial electricity prices,ind,0.0
Costa de Marfil,Es...Average industrial electricity prices,ind,0.0
Costa de Marfil,Es...Average kerosene prices,ind,0.029
Costa de Marfil,Es...Average diesel prices,ind,0.018
Costa de Marfil,Es...Growth rate of power demand,ind,0.018
Costa de Marfil,Es...Electrification rate,ind,0.003
Costa de Marfil,Es...Population using solid fuels for cooking,ind,0.016
Costa de Marfil,Financiamiento y Inversión,param,0.045
Costa de Marfil,Es...Clean energy investments,ind,0.005
Costa de Marfil,Es...Growth rate of clean energy investments,ind,0.0
Costa de Marfil,Es...Asset finance investments,ind,0.0
Costa de Marfil,Es...Corporate finance investments,ind,0.0
Costa de Marfil,Es...VC/PE investments,ind,0.0
Costa de Marfil,"Es...Loans, grants, grant programs",ind,0.0
Costa de Marfil,Es...Local investments,ind,0.0
Costa de Marfil,Es...Number of Green MFI,ind,0.001
Costa de Marfil,Es...Green micro-loans,ind,0.0
Costa de Marfil,Es...Green micro-borrowers,ind,0.0
Costa de Marfil,Es...Average cost of green micro debt,ind,0.007
Costa de Marfil,Es...Average cost of debt,ind,0.0
Costa de Marfil,Es...Swap rate,ind,0.0
Costa de Marfil,Cadenas de valor,param,1.242
Costa de Marfil,Es...Financial institutions in clean energy,ind,0.03
Costa de Marfil,Es...Value chains by clean energy sector,ind,0.039
Costa de Marfil,Es...Distributed clean energy value chains by sector,ind,0.0
Costa de Marfil,Es...Clean energy service providers,ind,0.052
Costa de Marfil,Es...Distributed clean energy service providers,ind,0.064
Costa de Marfil,Gestión de GEI,param,0.419
Costa de Marfil,Es...Carbon offsets historical activity,ind,0.038
Costa de Marfil,Es...CDM risk,ind,0.012
Costa de Marfil,Es...Carbon offsets future potential,ind,0.013
Costa de Marfil,Es...GHG emissions reduction target,ind,0.0
Costa de Marfil,Es...GHG country registry,ind,0.0
Costa de Marfil,Es...GHG market-based instruments,ind,0.0
Costa de Marfil,Es...PMR & NAMA,ind,0.0
Costa de Marfil,Es...Voluntary GHG reporting by corporates,ind,0.0
Costa de Marfil,Es...Investor pressure – PRI signatories,ind,0.0
Costa de Marfil,Es...Corporate energy efficiency initiatives,ind,0.0
Costa de Marfil,Es...Corporate emission reduction policies,ind,0.0
Costa de Marfil,Es...Capacity building – env. business training,ind,0.0
Costa de Marfil,Es...Capacity building – think tanks,ind,0.0
Costa de Marfil,Es...Global rank,rank,47.0
Costa de Marfil,Es...Regional rank,rank,18.0
Chile,Puntaje,score,1.788
Chile,Marco Propicio,param,1.419
Chile,Es...Clean energy policies,ind,0.161
Chile,Es...Power sector structure,ind,0.188
Chile,Es...Distributed energy regulatory framework,ind,0.0
Chile,Es...Clean energy rural electrification,ind,0.04
Chile,Es...Energy access policies,ind,0.0
Chile,Es...Policy barriers,ind,0.005
Chile,Es...Clean energy installed capacity,ind,0.022
Chile,Es...Growth rate of installed capacity,ind,0.0
Chile,Es...Clean energy electricity generation,ind,0.016
Chile,Es...Growth rate of electricity generation,ind,0.032
Chile,Es...Biofuels production,ind,0.0
Chile,Es...Growth rate biofuels production,ind,0.0
Chile,Es...Average electricity spot prices,ind,0.043
Chile,Es...Average retail electricity prices,ind,0.027
Chile,Es...Average residential electricity prices,ind,0.0
Chile,Es...Average commercial electricity prices,ind,0.0
Chile,Es...Average industrial electricity prices,ind,0.0
Chile,Es...Average kerosene prices,ind,0.0
Chile,Es...Average diesel prices,ind,0.0
Chile,Es...Growth rate of power demand,ind,0.016
Chile,Es...Electrification rate,ind,0.002
Chile,Es...Population using solid fuels for cooking,ind,0.0
Chile,Financiamiento y Inversión,param,0.791
Chile,Es...Clean energy investments,ind,0.028
Chile,Es...Growth rate of clean energy investments,ind,0.071
Chile,Es...Asset finance investments,ind,0.0
Chile,Es...Corporate finance investments,ind,0.0
Chile,Es...VC/PE investments,ind,0.0
Chile,"Es...Loans, grants, grant programs",ind,0.001
Chile,Es...Local investments,ind,0.004
Chile,Es...Number of Green MFI,ind,0.0
Chile,Es...Green micro-loans,ind,0.0
Chile,Es...Green micro-borrowers,ind,0.0
Chile,Es...Average cost of green micro debt,ind,0.0
Chile,Es...Average cost of debt,ind,0.058
Chile,Es...Swap rate,ind,0.076
Chile,Cadenas de valor,param,3.184
Chile,Es...Financial institutions in clean energy,ind,0.188
Chile,Es...Value chains by clean energy sector,ind,0.178
Chile,Es...Distributed clean energy value chains by sector,ind,0.0
Chile,Es...Clean energy service providers,ind,0.112
Chile,Es...Distributed clean energy service providers,ind,0.0
Chile,Gestión de GEI,param,3.479
Chile,Es...Carbon offsets historical activity,ind,0.15
Chile,Es...CDM risk,ind,0.05
Chile,Es...Carbon offsets future potential,ind,0.021
Chile,Es...GHG emissions reduction target,ind,0.056
Chile,Es...GHG country registry,ind,0.056
Chile,Es...GHG market-based instruments,ind,0.019
Chile,Es...PMR & NAMA,ind,0.056
Chile,Es...Voluntary GHG reporting by corporates,ind,0.011
Chile,Es...Investor pressure – PRI signatories,ind,0.002
Chile,Es...Corporate energy efficiency initiatives,ind,0.013
Chile,Es...Corporate emission reduction policies,ind,0.013
Chile,Es...Capacity building – env. business training,ind,0.038
Chile,Es...Capacity building – think tanks,ind,0.038
Chile,Es...Global rank,rank,5.0
Chile,Es...Regional rank,rank,2.0
Camerun,Puntaje,score,0.693
Camerun,Marco Propicio,param,0.723
Camerun,Es...Clean energy policies,ind,0.077
Camerun,Es...Power sector structure,ind,0.083
Camerun,Es...Distributed energy regulatory framework,ind,0.156
Camerun,Es...Clean energy rural electrification,ind,0.1
Camerun,Es...Energy access policies,ind,0.127
Camerun,Es...Policy barriers,ind,0.006
Camerun,Es...Clean energy installed capacity,ind,0.0
Camerun,Es...Growth rate of installed capacity,ind,0.0
Camerun,Es...Clean energy electricity generation,ind,0.0
Camerun,Es...Growth rate of electricity generation,ind,0.0
Camerun,Es...Biofuels production,ind,0.0
Camerun,Es...Growth rate biofuels production,ind,0.0
Camerun,Es...Average electricity spot prices,ind,0.0
Camerun,Es...Average retail electricity prices,ind,0.045
Camerun,Es...Average residential electricity prices,ind,0.0
Camerun,Es...Average commercial electricity prices,ind,0.0
Camerun,Es...Average industrial electricity prices,ind,0.0
Camerun,Es...Average kerosene prices,ind,0.043
Camerun,Es...Average diesel prices,ind,0.037
Camerun,Es...Growth rate of power demand,ind,0.0
Camerun,Es...Electrification rate,ind,0.01
Camerun,Es...Population using solid fuels for cooking,ind,0.04
Camerun,Financiamiento y Inversión,param,0.447
Camerun,Es...Clean energy investments,ind,0.0
Camerun,Es...Growth rate of clean energy investments,ind,0.0
Camerun,Es...Asset finance investments,ind,0.0
Camerun,Es...Corporate finance investments,ind,0.0
Camerun,Es...VC/PE investments,ind,0.0
Camerun,"Es...Loans, grants, grant programs",ind,0.0
Camerun,Es...Local investments,ind,0.0
Camerun,Es...Number of Green MFI,ind,0.0
Camerun,Es...Green micro-loans,ind,0.0
Camerun,Es...Green micro-borrowers,ind,0.0
Camerun,Es...Average cost of green micro debt,ind,0.0
Camerun,Es...Average cost of debt,ind,0.0
Camerun,Es...Swap rate,ind,0.0
Camerun,Cadenas de valor,param,0.915
Camerun,Es...Financial institutions in clean energy,ind,0.0
Camerun,Es...Value chains by clean energy sector,ind,0.0
Camerun,Es...Distributed clean energy value chains by sector,ind,0.0
Camerun,Es...Clean energy service providers,ind,0.0
Camerun,Es...Distributed clean energy service providers,ind,0.0
Camerun,Gestión de GEI,param,0.884
Camerun,Es...Carbon offsets historical activity,ind,0.0
Camerun,Es...CDM risk,ind,0.0
Camerun,Es...Carbon offsets future potential,ind,0.0
Camerun,Es...GHG emissions reduction target,ind,0.0
Camerun,Es...GHG country registry,ind,0.0
Camerun,Es...GHG market-based instruments,ind,0.0
Camerun,Es...PMR & NAMA,ind,0.0
Camerun,Es...Voluntary GHG reporting by corporates,ind,0.0
Camerun,Es...Investor pressure – PRI signatories,ind,0.0
Camerun,Es...Corporate energy efficiency initiatives,ind,0.0
Camerun,Es...Corporate emission reduction policies,ind,0.0
Camerun,Es...Capacity building – env. business training,ind,0.0
Camerun,Es...Capacity building – think tanks,ind,0.0
Camerun,Es...Global rank,rank,46.0
Camerun,Es...Regional rank,rank,17.0
China,Puntaje,score,2.23
China,Marco Propicio,param,1.56
China,Es...Clean energy policies,ind,0.26
China,Es...Power sector structure,ind,0.142
China,Es...Distributed energy regulatory framework,ind,0.0
China,Es...Clean energy rural electrification,ind,0.04
China,Es...Energy access policies,ind,0.0
China,Es...Policy barriers,ind,0.004
China,Es...Clean energy installed capacity,ind,0.036
China,Es...Growth rate of installed capacity,ind,0.0
China,Es...Clean energy electricity generation,ind,0.013
China,Es...Growth rate of electricity generation,ind,0.005
China,Es...Biofuels production,ind,0.002
China,Es...Growth rate biofuels production,ind,0.04
China,Es...Average electricity spot prices,ind,0.026
China,Es...Average retail electricity prices,ind,0.017
China,Es...Average residential electricity prices,ind,0.0
China,Es...Average commercial electricity prices,ind,0.0
China,Es...Average industrial electricity prices,ind,0.0
China,Es...Average kerosene prices,ind,0.0
China,Es...Average diesel prices,ind,0.0
China,Es...Growth rate of power demand,ind,0.036
China,Es...Electrification rate,ind,0.002
China,Es...Population using solid fuels for cooking,ind,0.0
China,Financiamiento y Inversión,param,1.292
China,Es...Clean energy investments,ind,0.035
China,Es...Growth rate of clean energy investments,ind,0.052
China,Es...Asset finance investments,ind,0.0
China,Es...Corporate finance investments,ind,0.0
China,Es...VC/PE investments,ind,0.0
China,"Es...Loans, grants, grant programs",ind,0.001
China,Es...Local investments,ind,0.097
China,Es...Number of Green MFI,ind,0.0
China,Es...Green micro-loans,ind,0.0
China,Es...Green micro-borrowers,ind,0.0
China,Es...Average cost of green micro debt,ind,0.004
China,Es...Average cost of debt,ind,0.09
China,Es...Swap rate,ind,0.108
China,Cadenas de valor,param,5.0
China,Es...Financial institutions in clean energy,ind,0.188
China,Es...Value chains by clean energy sector,ind,0.375
China,Es...Distributed clean energy value chains by sector,ind,0.0
China,Es...Clean energy service providers,ind,0.188
China,Es...Distributed clean energy service providers,ind,0.0
China,Gestión de GEI,param,3.123
China,Es...Carbon offsets historical activity,ind,0.075
China,Es...CDM risk,ind,0.062
China,Es...Carbon offsets future potential,ind,0.019
China,Es...GHG emissions reduction target,ind,0.075
China,Es...GHG country registry,ind,0.056
China,Es...GHG market-based instruments,ind,0.0
China,Es...PMR & NAMA,ind,0.028
China,Es...Voluntary GHG reporting by corporates,ind,0.002
China,Es...Investor pressure – PRI signatories,ind,0.001
China,Es...Corporate energy efficiency initiatives,ind,0.038
China,Es...Corporate emission reduction policies,ind,0.038
China,Es...Capacity building – env. business training,ind,0.038
China,Es...Capacity building – think tanks,ind,0.038
China,Es...Global rank,rank,1.0
China,Es...Regional rank,rank,1.0
Hebei,Puntaje,score,1.399
Hebei,Marco Propicio,param,1.427
Hebei,Es...Clean energy policies,ind,0.26
Hebei,Es...Power sector structure,ind,0.072
Hebei,Es...Distributed energy regulatory framework,ind,0.0
Hebei,Es...Clean energy rural electrification,ind,0.04
Hebei,Es...Energy access policies,ind,0.0
Hebei,Es...Policy barriers,ind,0.004
Hebei,Es...Clean energy installed capacity,ind,0.047
Hebei,Es...Growth rate of installed capacity,ind,0.0
Hebei,Es...Clean energy electricity generation,ind,0.012
Hebei,Es...Growth rate of electricity generation,ind,0.078
Hebei,Es...Biofuels production,ind,0.0
Hebei,Es...Growth rate biofuels production,ind,0.0
Hebei,Es...Average electricity spot prices,ind,0.026
Hebei,Es...Average retail electricity prices,ind,0.019
Hebei,Es...Average residential electricity prices,ind,0.0
Hebei,Es...Average commercial electricity prices,ind,0.0
Hebei,Es...Average industrial electricity prices,ind,0.0
Hebei,Es...Average kerosene prices,ind,0.0
Hebei,Es...Average diesel prices,ind,0.0
Hebei,Es...Growth rate of power demand,ind,0.013
Hebei,Es...Electrification rate,ind,0.002
Hebei,Es...Population using solid fuels for cooking,ind,0.0
Hebei,Financiamiento y Inversión,param,0.894
Hebei,Es...Clean energy investments,ind,0.038
Hebei,Es...Growth rate of clean energy investments,ind,0.032
Hebei,Es...Asset finance investments,ind,0.0
Hebei,Es...Corporate finance investments,ind,0.0
Hebei,Es...VC/PE investments,ind,0.0
Hebei,"Es...Loans, grants, grant programs",ind,0.0
Hebei,Es...Local investments,ind,0.0
Hebei,Es...Number of Green MFI,ind,0.0
Hebei,Es...Green micro-loans,ind,0.0
Hebei,Es...Green micro-borrowers,ind,0.0
Hebei,Es...Average cost of green micro debt,ind,0.0
Hebei,Es...Average cost of debt,ind,0.09
Hebei,Es...Swap rate,ind,0.108
Hebei,Cadenas de valor,param,1.678
Hebei,Es...Financial institutions in clean energy,ind,0.075
Hebei,Es...Value chains by clean energy sector,ind,0.158
Hebei,Es...Distributed clean energy value chains by sector,ind,0.0
Hebei,Es...Clean energy service providers,ind,0.019
Hebei,Es...Distributed clean energy service providers,ind,0.0
Hebei,Gestión de GEI,param,1.998
Hebei,Es...Carbon offsets historical activity,ind,0.075
Hebei,Es...CDM risk,ind,0.05
Hebei,Es...Carbon offsets future potential,ind,0.0
Hebei,Es...GHG emissions reduction target,ind,0.0
Hebei,Es...GHG country registry,ind,0.0
Hebei,Es...GHG market-based instruments,ind,0.0
Hebei,Es...PMR & NAMA,ind,0.028
Hebei,Es...Voluntary GHG reporting by corporates,ind,0.002
Hebei,Es...Investor pressure – PRI signatories,ind,0.001
Hebei,Es...Corporate energy efficiency initiatives,ind,0.038
Hebei,Es...Corporate emission reduction policies,ind,0.038
Hebei,Es...Capacity building – env. business training,ind,0.038
Hebei,Es...Capacity building – think tanks,ind,0.038
Hebei,Es...State rank,rank,9.0
Nei Mongol,Puntaje,score,1.495
Nei Mongol,Marco Propicio,param,1.317
Nei Mongol,Es...Clean energy policies,ind,0.26
Nei Mongol,Es...Power sector structure,ind,0.072
Nei Mongol,Es...Distributed energy regulatory framework,ind,0.0
Nei Mongol,Es...Clean energy rural electrification,ind,0.04
Nei Mongol,Es...Energy access policies,ind,0.0
Nei Mongol,Es...Policy barriers,ind,0.004
Nei Mongol,Es...Clean energy installed capacity,ind,0.063
Nei Mongol,Es...Growth rate of installed capacity,ind,0.0
Nei Mongol,Es...Clean energy electricity generation,ind,0.015
Nei Mongol,Es...Growth rate of electricity generation,ind,0.043
Nei Mongol,Es...Biofuels production,ind,0.0
Nei Mongol,Es...Growth rate biofuels production,ind,0.0
Nei Mongol,Es...Average electricity spot prices,ind,0.02
Nei Mongol,Es...Average retail electricity prices,ind,0.015
Nei Mongol,Es...Average residential electricity prices,ind,0.0
Nei Mongol,Es...Average commercial electricity prices,ind,0.0
Nei Mongol,Es...Average industrial electricity prices,ind,0.0
Nei Mongol,Es...Average kerosene prices,ind,0.0
Nei Mongol,Es...Average diesel prices,ind,0.0
Nei Mongol,Es...Growth rate of power demand,ind,0.0
Nei Mongol,Es...Electrification rate,ind,0.002
Nei Mongol,Es...Population using solid fuels for cooking,ind,0.0
Nei Mongol,Financiamiento y Inversión,param,1.294
Nei Mongol,Es...Clean energy investments,ind,0.155
Nei Mongol,Es...Growth rate of clean energy investments,ind,0.035
Nei Mongol,Es...Asset finance investments,ind,0.0
Nei Mongol,Es...Corporate finance investments,ind,0.0
Nei Mongol,Es...VC/PE investments,ind,0.0
Nei Mongol,"Es...Loans, grants, grant programs",ind,0.0
Nei Mongol,Es...Local investments,ind,0.0
Nei Mongol,Es...Number of Green MFI,ind,0.0
Nei Mongol,Es...Green micro-loans,ind,0.0
Nei Mongol,Es...Green micro-borrowers,ind,0.0
Nei Mongol,Es...Average cost of green micro debt,ind,0.0
Nei Mongol,Es...Average cost of debt,ind,0.09
Nei Mongol,Es...Swap rate,ind,0.108
Nei Mongol,Cadenas de valor,param,1.359
Nei Mongol,Es...Financial institutions in clean energy,ind,0.038
Nei Mongol,Es...Value chains by clean energy sector,ind,0.138
Nei Mongol,Es...Distributed clean energy value chains by sector,ind,0.0
Nei Mongol,Es...Clean energy service providers,ind,0.028
Nei Mongol,Es...Distributed clean energy service providers,ind,0.0
Nei Mongol,Gestión de GEI,param,2.454
Nei Mongol,Es...Carbon offsets historical activity,ind,0.15
Nei Mongol,Es...CDM risk,ind,0.075
Nei Mongol,Es...Carbon offsets future potential,ind,0.0
Nei Mongol,Es...GHG emissions reduction target,ind,0.0
Nei Mongol,Es...GHG country registry,ind,0.0
Nei Mongol,Es...GHG market-based instruments,ind,0.0
Nei Mongol,Es...PMR & NAMA,ind,0.028
